market,airlineAA,airlineDL,airlineUA,airlineAL,airlineLCC,airlineWN,marketdistance,fromcenterdistance,mindistance,changeincmarket,percapitaincmarket,marketsize,wrightamendmDAL,dallasmarket,marketpresenceAA,marketpresenceDL,marketpresenceUA,marketpresenceAL,marketpresenceLCC,marketpresenceWN,mindistancefromhubAA,mindistancefromhubDL,mindistancefromhubUA,mindistancefromhubAL,mindistancefromhubLCC,mindistancefromhubWN
"FNTLAX",0,0,0,1,0,0,1.964,2.065855,.1831448,3.15,3.330041,7.493519,0,0,.3137931,.2965517,.2689655,.6903867,.1666667,.1689655,0,.1044231,0,0,0,0
"FNTLGA",0,0,0,1,0,0,.53,1.472756,.1101473,2.05,3.755115,9.095831,0,0,.2745902,.2581967,.1721312,.6910084,.2322404,0,.7989923,.6195029,.7989923,.0053686,0,.2002377
"FNTMCI",0,0,0,1,0,0,.625,.7397856,.4259086,2.3,3.333903,2.887694,0,0,.2927928,.2747748,.1801802,.6949222,.1666667,.2207207,0,.2999986,0,.0924967,0,0
"FNTMCO",0,0,0,1,1,0,1.011,1.392765,.4259086,2.55,3.08024,2.763467,0,0,.2413793,.3448276,.1482759,.6903867,.2563218,.1551724,.2148314,.0211137,.2148314,.0029725,.0014817,.197063
"FNTMEM",0,0,0,1,0,0,.641,.7334971,.4259086,3.35,3.21216,2.3329,0,0,.131579,.2763158,.0460526,.844697,.2982456,0,.113856,.0560745,.113856,.0386184,.0928028,.0928028
"FNTMIA",0,0,0,1,1,0,1.2,1.577075,.2116254,2.95,3.323907,4.784327,0,0,.3185841,.3185841,.1106195,.589166,.2551622,0,.1843805,.0205217,.1843805,.0022793,.0013915,.1656828
"FNTMSY",0,0,0,1,1,0,.965,1.073795,.4259086,4.1,3.129775,2.422696,0,0,.2173913,.3521739,.1,.6479578,.2492754,.2043478,.0990284,.0111552,.0990284,.0182346,.0841974,.0841974
"FNTORD",0,0,0,1,0,0,.223,.8600718,.1550676,1.55,3.480514,6.415856,0,0,.3464052,.2352941,.3104575,.6396316,.1666667,0,0,1.417048,0,.2996379,.0568873,.0568873
"FNTPBI",0,0,0,0,0,0,1.141,1.534341,.4213133,2.7,3.916471,2.276842,0,0,.0731707,.4329268,.0121951,.5123799,.1666667,.1402439,.1985996,.0240867,.1985996,.0023725,.0069095,.1711324
"FNTRDU",0,0,0,1,0,0,.556,1.226721,.4259086,3.3,3.428054,1.931642,0,0,.2065217,.3423913,.076087,.6599144,.2318841,.2173913,.5618275,.195381,.5618275,.0016466,.0004126,.2713691
"FNTRSW",0,0,0,1,1,0,1.138,1.483764,.2649559,6.3,3.280455,1.433159,0,0,.186747,.3554217,.0120482,.5540343,.2751004,0,.1813449,.0148566,.1813449,.0034338,.0016488,.1656938
"FNTSAN",0,0,0,1,0,0,1.945,2.027323,.4259086,3.1,3.419309,3.576221,0,0,.3099174,.2809917,.2272727,.6267217,.1666667,.1942149,0,.0974474,0,.0087458,0,0
"FNTSEA",0,0,0,1,0,0,1.888,2.223881,.4259086,1.55,3.61295,3.720858,0,0,.265873,.2896825,.2539683,.719697,.1666667,.1507937,.0261293,.1826683,.0261293,0,0,.0315285
"FNTSFO",0,0,0,1,0,0,2.056,2.219975,.1120481,.6,4.108788,4.323095,0,0,.2857143,.2689076,.3277311,.679781,.1666667,0,.0033568,.1208609,.0033568,.0084801,0,.0062259
"FNTSTL",0,0,0,1,0,0,.453,.6030532,.4259086,1.65,3.299296,3.488245,0,0,.3376068,.1282051,.1153846,.6235431,.1666667,.2051282,.0605252,.2832206,.0605252,.0921841,.0393958,.0393958
"FNTTPA",0,0,0,1,1,0,1.036,1.374583,.1023103,2.8,3.189795,3.306561,0,0,.2047244,.3661417,.1102362,.6429253,.2572179,.1574803,.1927832,.0127193,.1927832,.0038827,.0013183,.1756429
"FWALAX",1,0,0,0,0,0,1.877,1.925225,.1831448,2.65,3.036943,2.223825,0,0,.4716878,.4281307,.3479129,.5627949,.0448276,.1689655,.0103101,.0816937,.0041906,.0020045,0,0
"FWALGA",0,0,0,1,0,0,.592,1.332126,.1101473,1.55,3.462016,2.699337,0,0,.4324849,.3897757,.2510785,.5634167,.0655738,0,.498852,.2155213,.498852,0,0,.1003321
"FWAMCI",0,0,0,1,0,0,.517,.5991557,.5212955,1.8,3.040805,.8569705,0,0,.4506875,.4063537,.2591276,.5673305,.0585586,.2207207,.079819,.303194,.079819,.4606816,0,0
"FWAMCO",0,1,0,1,0,0,.892,1.252135,.472719,2.05,2.787142,.8201044,0,0,.3992741,.4764065,.2272232,.5627949,.0896552,.1551724,.3027455,.0017916,.3027455,.0413543,.0014505,.2713739
"FWAORD",1,0,1,0,0,0,.157,.7194419,.1550676,1.05,3.187415,1.904011,0,0,.5043,.3668731,.3894049,.5120399,.0163399,0,0,1.549388,0,1.306887,.0160554,.0160554
"FWARSW",0,1,0,0,0,0,1.015,1.343134,.2649559,5.8,2.987357,.4253135,0,0,.3446417,.4870006,.0909956,.4264426,.1084337,0,.2593348,.0011419,.2593348,.045478,.0011387,.2319157
"FWASRQ",0,1,0,0,0,0,.948,1.266733,.3634057,3.55,3.279198,.4885253,0,0,.1578947,.6003289,.0789474,.3629386,.0208333,0,.2740248,.0019301,.2740248,.0636348,.0025088,.2447644
"FWATPA",0,1,0,1,0,0,.909,1.233953,.1023103,2.3,2.896697,.9812764,0,0,.3626192,.4977207,.1891836,.5153337,.0905512,.1574803,.2866643,.0015724,.2866643,.0657183,.0015131,.2561066
"GEGHOU",0,0,0,0,0,0,1.716,2.098287,.2364666,4.15,3.084614,1.431476,0,0,.154321,.3259734,.2403846,.1826923,.1923077,.4982194,.0033067,.0033067,.0003913,.0007091,0,0
"GEGIAD",0,0,1,0,0,0,2.082,2.231689,.2343659,4.15,3.432676,1.442317,0,0,.1933333,.4212821,.5203846,.2426923,.1923077,.2019231,0,.0204926,0,0,0,0
"GEGIND",0,0,1,1,0,0,1.645,1.779161,.4410904,2.6,2.934328,.8109788,0,0,.2391304,.3357024,.430602,.4816054,.1923077,.3812709,.0149705,.1160082,.0149705,.0169595,.0133819,.0133819
"GEGLAX",0,1,0,1,1,1,.945,3.023398,.1831448,3.3,2.917506,2.304039,0,0,.3137931,.4311671,.5093501,.4033819,.2233422,.3708886,1.862883,1.862883,.7929943,.1021637,.0004441,.1021637
"GEGLGA",0,0,1,1,0,0,2.189,2.4303,.1101473,2.2,3.34258,2.796703,0,0,.2745902,.3928121,.4125158,.4040038,.1923077,.2019231,.0157133,.0604187,.0157133,0,0,.0178373
"GEGMCI",0,1,1,1,0,1,1.277,1.697329,.5611363,2.45,2.921368,.8878818,0,0,.2927928,.4093902,.4205648,.4079175,.1923077,.4226438,.483432,.5151513,.0688742,.2250809,0,0
"GEGMCO",0,1,1,1,0,1,2.345,2.350308,.472719,2.7,2.667705,.8496857,0,0,.2413793,.479443,.3886605,.4033819,.1923077,.3570955,.0473493,.0095847,.013521,.0579949,0,0
"GEGMDW",0,0,0,0,0,1,1.511,1.81101,.1550676,1.7,3.067979,1.972689,0,0,.0357143,.1346154,.2403846,.246978,.1923077,.5447803,0,.3148118,0,.0053183,0,0
"GEGMIA",0,0,0,0,0,0,2.519,2.534619,.2116254,3.1,2.911372,1.471041,0,0,.3185841,.4531995,.3510041,.3021613,.1923077,.2019231,.0296457,.016135,.0086122,.0542991,0,.00226
"GEGMKE",0,0,0,1,0,0,1.471,1.875937,.67125,2.7,3.001111,.7979831,0,0,.2222222,.3074549,.4132241,.5654083,.1923077,.2019231,.0603769,.3972379,.0603769,0,0,.0784291
"GEGMSY",0,1,1,1,0,0,1.892,2.031339,.6532925,4.25,2.71724,.7449086,0,0,.2173913,.4867893,.3403846,.3609532,.1923077,.4062709,.0156236,.0156236,.0014407,.0559411,.0014407,.0379035
"GEGOAK",0,0,0,0,1,1,.723,3.167796,.1120481,.75,3.696252,1.329226,0,0,.2739726,.2579031,.5623024,.3304794,.2471022,.5306902,3.047666,3.047666,1.473519,.6758238,.0287035,.6758238
"GEGOKC",0,1,1,0,0,0,1.328,1.877393,.6895629,4.55,2.719462,.684306,0,0,.36,.3946154,.373718,.3160256,.1923077,.4685898,.2421302,.2421302,.0001462,.3476639,.0001462,.1942579
"GEGOMA",0,0,1,0,0,0,1.151,1.827878,.5476629,2.85,2.932883,.5728179,0,0,.3787879,.2331002,.543415,.440268,.1923077,.4140443,.6570687,.7880346,.1335176,.2622557,.1335176,.2380002
"GEGORD",0,0,1,1,0,0,1.498,1.817615,.1550676,1.7,3.067979,1.972689,0,0,.3464052,.3699095,.5508422,.3526269,.1923077,.2019231,0,.3363964,0,.0043122,.0043122,.0154092
"GEGPDX",0,0,0,0,1,1,.279,3.174184,1.058539,2.3,2.927394,.914302,0,0,.2637363,.4258242,.5755495,.375,.3241758,.3777472,10.06294,10.06294,5.53413,4.620058,0,4.620058
"GEGRDU",0,0,0,1,0,0,2.133,2.184264,.4989468,3.45,3.015519,.5939236,0,0,.2065217,.4770067,.3164716,.3729097,.1923077,.4193144,.002488,0,.002488,.0079879,0,.0017762
"GEGSAN",0,1,0,1,1,1,1.027,2.984867,.7601695,3.25,3.006774,1.099584,0,0,.3099174,.4156071,.4676573,.3397171,.2294978,.396138,1.572033,1.572033,.6413169,.0362366,.0268904,.0362366
"GEGSAT",0,1,1,1,0,0,1.61,2.194559,.6586428,2.25,2.662322,.8593144,0,0,.3317757,.471064,.3525341,.2803738,.1923077,.4075305,.0691343,.0691343,.0115316,.1560808,.0115316,.1560808
"GEGSEA",0,0,0,0,1,1,.224,3.181424,.9361143,1.7,3.200416,1.144055,0,0,.265873,.4242979,.4943529,.4326923,.2954823,.3527167,12.97607,12.97607,7.284809,6.463688,0,6.463688
"GEGSFO",0,0,0,0,1,0,.733,3.177519,.1120481,.75,3.696252,1.329226,0,0,.2857143,.403523,.5681157,.3927763,.2133161,.2019231,3.003182,3.003182,1.453581,.6620857,0,.6620857
"GEGSJC",0,0,0,0,1,1,.742,3.15667,.2963765,.75,3.696252,1.329226,0,0,.4054054,.3102911,.5376819,.3141892,.2463617,.4451663,2.919601,2.919601,1.398293,.6046262,.0281024,.6046262
"GEGSLC",0,1,0,0,0,1,.546,2.608005,1.196883,3.75,2.762909,.6454204,0,0,.2527473,.5412088,.4986264,.2870879,.1923077,.4217033,3.506252,3.506252,1.241019,1.149642,.6602714,1.149642
"GEGSMF",0,0,0,0,1,1,.649,3.123971,.7520373,3.95,2.850492,.8887081,0,0,.2702703,.3373181,.5714657,.3547297,.2463617,.4654366,3.470221,3.470221,1.682267,.8522727,.1659178,.8522727
"GEGSNA",0,0,0,0,1,0,.962,2.999772,.3074962,3.3,2.917506,2.304039,0,0,.3607595,.280185,.5315238,.3338608,.2492697,.2588851,1.78109,1.78109,.7448498,.0726922,.0202378,.0726922
"GEGSTL",0,0,1,1,0,1,1.493,1.560597,.8398888,1.8,2.886761,1.072534,0,0,.3376068,.2628205,.3557692,.3365385,.1923077,.4070513,.1723702,.3559881,.0726851,.084774,.0112725,.0112725
"GEGTPA",0,0,1,0,0,0,2.315,2.332127,.1023103,2.95,2.77726,1.016671,0,0,.2047244,.5007571,.3506208,.3559207,.1923077,.3594034,.0372443,.0241108,.0099076,.0704835,0,.0024508
"GEGTUS",0,0,0,1,1,0,1.125,2.665934,1.102502,3.05,2.551532,.6035789,0,0,.3043478,.3157748,.3780658,.4438406,.2212932,.3323579,1.030914,1.030914,.3092844,.0051837,.0403672,.0051837
"GRRGSO",0,0,0,1,0,0,.555,1.090449,.4117735,2.75,2.85403,.6994366,0,0,.2220965,.4596531,.2697964,.5495852,.1372549,0,.3071452,.0769992,.3071452,.0455487,.2053086,.2808632
"GRRIAD",0,0,1,1,0,0,.502,1.204396,.2343659,5.1,3.560569,1.921178,0,0,.3664103,.344359,.5203846,.5311539,.1,0,.4412487,.3053699,.4412487,0,.0881642,.1397886
"GRRJAX",0,0,0,1,0,0,.881,1.202181,.4117735,2.85,2.909672,.9283443,0,0,.3339965,.4714854,.2518789,.5631078,.1091954,.1551724,.1369021,.0024745,.1369021,.0362333,.0006324,.1195177
"GRRLAX",1,0,1,1,0,0,1.874,1.996105,.1831448,4.25,3.045399,3.068999,0,0,.48687,.3542441,.5093501,.6918435,.0448276,.1689655,.0011692,.1534522,0,0,0,0
"GRRLGA",0,0,1,1,0,0,.618,1.403007,.1101473,3.15,3.470473,3.725232,0,0,.4476671,.315889,.4125158,.6924653,.0655738,0,.4031707,.3784573,.4031707,.0020628,0,.1516124
"GRRMCI",1,0,1,1,0,0,.539,.670036,.4117735,3.4,3.049261,1.182666,0,0,.4658697,.3324671,.4205648,.6963791,.0585586,.2207207,0,.4954531,0,.3862901,0,0
"GRRMCO",1,1,1,1,0,0,1.023,1.323015,.4117735,3.65,2.795599,1.131788,0,0,.4144562,.4025199,.3886605,.6918435,.0896552,.1551724,.1162151,.0028309,.1162151,.0286683,.0016377,.1012976
"GRRMEM",0,0,0,1,0,0,.591,.6637477,.4117735,4.45,2.927519,.9554481,0,0,.3046559,.3340081,.2864372,.8461539,.131579,0,.0620563,.1345074,.0620563,.2354558,.0437958,.0437958
"GRRMIA",1,0,1,1,0,0,1.215,1.507326,.2116254,4.05,3.039265,1.959439,0,0,.491661,.3762764,.3510041,.5906229,.0884956,0,.0987243,.0026142,.0987243,.0165652,.0011198,.0861652
"GRRMSY",0,0,0,1,0,0,.927,1.004046,.4117735,5.2,2.845134,.9922245,0,0,.3904682,.4098662,.3403846,.6494147,.0826087,.2043478,.0509773,.0456471,.0509773,.1294459,.0384544,.0384544
"GRRORD",1,0,1,0,0,0,.137,.7903222,.1550676,2.65,3.195872,2.627638,0,0,.5194821,.2929864,.5508422,.6410885,.0163399,0,0,2.887239,0,1.585542,.1100922,.1100922
"GRRORF",0,0,0,1,0,0,.644,1.282645,.2289411,4.75,2.826753,1.091174,0,0,.3730769,.3776923,.2803846,.5244872,0,0,.3222395,.1682574,.3222395,.0059256,.0331122,.0658262
"GRRPBI",0,1,0,1,0,0,1.158,1.464591,.4117735,3.8,3.631829,.9324892,0,0,.2462476,.4906192,.2525797,.5138368,.054878,.1402439,.1064729,.0034827,.1064729,.0143807,.0028397,.0932535
"GRRPDX",0,0,1,1,0,0,1.833,2.146891,.4117735,3.25,3.055287,1.217858,0,0,.4368132,.3489011,.5755495,.6634616,.1318681,.1758242,.0199683,.2203857,.0199683,0,0,.0266187
"GRRPVD",0,0,0,1,0,0,.726,1.537375,.4117735,4.8,2.962402,1.094871,0,0,.3773023,.325298,.3741874,.6049567,.0352113,.2535211,.3537435,.361039,.3537435,.0085015,.0454937,.1762584
"GRRRDU",0,0,0,1,0,0,.603,1.156971,.4117735,4.4,3.143412,.7911112,0,0,.3795987,.4000836,.3164716,.6613712,.1413043,.2173913,.2969647,.0915123,.2969647,.0303739,0,.2732806
"GRRRSW",0,1,0,1,0,0,1.147,1.414015,.2649559,7.4,2.995813,.5869557,0,0,.3598239,.413114,.2524328,.5554912,.1084337,0,.09683,.0012703,.09683,.0327808,.0010838,.0836585
"GRRSAN",1,0,1,1,0,0,1.855,1.957574,.4117735,4.2,3.134667,1.464655,0,0,.4829943,.3386841,.4676573,.6281787,.053719,.1942149,0,.1307941,0,.0099039,0,.0027185
"GRRSAT",1,0,0,1,0,0,1.168,1.167266,.4117735,3.2,2.790215,1.144614,0,0,.5048527,.3941409,.3525341,.5505931,.0093458,.2056075,.0080915,.0080915,.0084838,.0552682,.0038262,.0038262
"GRRSDF",0,0,0,1,0,0,.325,.7557057,.4117735,3.8,2.955172,.9379359,0,0,.3555093,.4158004,.3147089,.6130458,.0405405,.2297297,.3002302,.0818271,.3002302,.3105257,.2532209,.2532209
"GRRSEA",1,0,1,1,0,0,1.807,2.154131,.4117735,2.65,3.328309,1.523891,0,0,.4389499,.3473749,.4943529,.7211539,.1031746,.1507937,.0243639,.2321128,.0243639,0,0,.0315012
"GRRSFO",1,0,1,1,0,0,1.966,2.150226,.1120481,1.7,3.824146,1.77054,0,0,.4587912,.3265999,.5681157,.6812379,.0546218,0,.0053892,.1688912,.0048334,.0128083,0,.0097646
"GRRSLC",0,0,0,1,0,0,1.367,1.580713,.4117735,4.7,2.890802,.8597053,0,0,.4258242,.4642857,.4986264,.5755495,.0549451,.2197802,.0106136,.253142,.0106136,.0204207,0,.0172684
"GRRSMF",0,0,0,1,0,0,1.899,2.096678,.4117735,4.9,2.978386,1.183766,0,0,.4433472,.260395,.5714657,.6400728,.0540541,.2635135,.0068314,.1791889,.0068314,.0109874,0,.0115791
"GRRSNA",0,0,1,1,0,0,1.856,1.972479,.3074962,4.25,3.045399,3.068999,0,0,.5338364,.2032619,.5315238,.5724197,.056962,.056962,.0007691,.1484662,0,.0042487,0,.0038906
"GRRSRQ",0,1,0,1,0,0,1.081,1.337613,.3634057,5.15,3.287655,.6741915,0,0,.1730769,.5264423,.2403846,.4919872,.0208333,0,.0986259,.0010432,.0986259,.0469615,.0015952,.0847351
"GRRSTL",1,0,0,1,0,0,.381,.5333037,.4117735,2.75,3.014654,1.428624,0,0,.5106838,.1858974,.3557692,.625,.0042735,.2051282,.0344134,.50879,.0344134,.4676099,.0163861,.0163861
"GRRTPA",1,1,1,1,0,0,1.041,1.304834,.1023103,3.9,2.905153,1.354215,0,0,.3778014,.4238341,.3506208,.6443822,.0905512,.1574803,.104147,.0016593,.104147,.0491617,.0016535,.0896857
"GRRTUS",1,0,0,1,0,0,1.573,1.638641,.4117735,4,2.679425,.8039722,0,0,.4774247,.2388517,.3780658,.5001394,.0289855,.1304348,0,.1067531,0,.0681929,0,0
"GSOHOU",0,1,0,0,1,0,.995,1.247163,.2364666,4.15,3.190459,1.777322,0,0,.2033406,.5933188,.0294118,.3431373,.2854031,.2962963,.2498486,.0046296,.5420534,.0059963,0,0
"GSOIND",0,1,0,1,0,0,.427,.9280367,.4410904,2.6,3.040172,1.006912,0,0,.28815,.6030477,.2196292,.5550938,.1372549,.1793478,.7937944,.0009983,.7937944,.1929183,.2981423,.7230446
"GSOJAX",0,1,0,1,1,0,.399,1.378349,.4739241,1.9,2.887624,.865335,0,0,.2099392,.8157539,.040906,.5557809,.2464503,.1551724,2.64454,.442749,2.64454,.0321495,.0024839,1.360159
"GSOLAX",1,1,0,1,0,0,2.172,2.172274,.1831448,3.3,3.023351,2.860698,0,0,.3628127,.6985126,.2983773,.4948614,.1372549,.1689655,.0254834,.0237567,.0249012,.007765,0,.007765
"GSOLGA",1,0,0,1,1,0,.461,1.579175,.1101473,2.2,3.448424,3.47239,0,0,.3236098,.6601575,.2015429,.5644487,.2028287,0,1.862734,.9801503,1.862734,0,0,.0037885
"GSOMCI",0,1,0,1,0,0,.838,.8462046,.4739241,2.45,3.027212,1.102395,0,0,.3418124,.6767355,.2095919,.4827769,.1372549,.2207207,.1821796,.0346205,.1821796,.0606247,0,0
"GSOMCO",0,1,0,1,1,0,.534,1.499184,.472719,2.7,2.77355,1.054971,0,0,.2903989,.7467884,.1776876,.5569304,.2269101,.1551724,1.98586,.3275099,1.98586,.0322729,.0018236,.9963608
"GSOMDW",0,0,0,0,1,0,.575,.959886,.1550676,1.7,3.173823,2.449293,0,0,.0847339,.4019608,.0294118,.3717087,.2872549,.3428572,.0513392,.0056928,.0513392,.1577349,0,0
"GSOMEM",0,1,0,1,1,0,.57,.8399162,.4739241,3.5,2.90547,.8905993,0,0,.1805986,.6782765,.0754644,.4681373,.2688339,0,.8951513,.1161216,.8951513,.0396412,.1161216,.850194
"GSOMIA",0,1,0,1,1,0,.71,1.683494,.2116254,3.1,3.017217,1.826447,0,0,.3676037,.7205449,.1400312,.5511019,.2257505,0,1.517621,.2690963,1.517621,.033849,.0019373,.7259718
"GSOMKE",0,1,0,1,0,0,.635,1.024812,.4739241,2.7,3.106955,.9907768,0,0,.2712418,.5748003,.2022513,.4851126,.154321,0,.0332886,.0187867,.0332886,.0979286,0,.0316473
"GSOMOB",0,1,0,0,0,0,.607,1.157429,.4739241,1.9,2.51595,.5110023,0,0,.0490196,.8872549,.0294118,.3431373,.1372549,0,1.254844,.0002916,1.254844,.0017408,.0002916,.9035313
"GSOMSY",0,1,0,1,1,0,.731,1.180214,.4739241,4.25,2.823085,.9248796,0,0,.2664109,.7541347,.1294118,.4648764,.2198636,.2043478,.9518699,0,.9518699,.0021788,0,.7442365
"GSOORD",1,1,1,1,0,0,.59,.9664909,.1550676,1.7,3.173823,2.449293,0,0,.3954248,.6372549,.3398693,.4705883,.1372549,0,0,.0059568,0,.1541479,0,0
"GSOPBI",0,1,0,1,0,0,.648,1.64076,.4213133,2.85,3.609781,.8691987,0,0,.1221903,.8348876,.0416069,.6053324,.1372549,.1402439,1.675705,.3127423,1.675705,.0394429,.0452394,.7945721
"GSOPDX",0,1,1,0,0,0,2.299,2.32306,.4739241,2.3,3.033238,1.135199,0,0,.3127559,.6931696,.3645766,.3431373,.1372549,.1758242,.0100752,0,.0100752,.0192647,0,.0058818
"GSOPVD",0,0,0,1,0,0,.601,1.713543,.4228904,3.85,2.940354,1.02056,0,0,.253245,.6695664,.1632146,.6670809,.1372549,.2535211,1.388317,.7455525,1.388317,.0022653,.0022653,.0066781
"GSOROC",0,0,0,1,0,0,.5,1.43011,.4739241,2.25,2.922614,.8227649,0,0,.245098,.4803922,.2058824,.7058824,.1372549,0,1.230415,.5783858,1.230415,.0573741,.0898085,.1108346
"GSORSW",0,1,0,1,0,0,.667,1.590183,.2649559,6.45,2.973765,.5471175,0,0,.2357666,.7573825,.04146,.5841011,.2456886,0,1.564655,.2308202,1.564655,.0247463,.0019608,.7971356
"GSOSAN",0,1,0,1,0,0,2.127,2.133743,.4739241,3.25,3.112618,1.365245,0,0,.358937,.6829525,.2566845,.4588397,.1372549,.1942149,.0171149,.0171149,.0424722,0,.0171329,0
"GSOSAT",0,1,0,1,0,0,1.167,1.343435,.4739241,2.25,2.768167,1.066926,0,0,.3807953,.7384094,.1415613,.3784131,.1372549,.2056075,.0653224,.0089763,.3971465,.0063808,.0089763,.0150371
"GSOSDF",0,1,0,0,0,0,.351,.9318742,.4739241,2.85,2.933123,.8742757,0,0,.231452,.7600689,.1037361,.5120562,.1372549,.2297297,1.493264,.1753747,1.493264,.1889808,.3719455,1.197767
"GSOSEA",0,1,0,1,0,0,2.292,2.3303,.4739241,1.7,3.30626,1.420461,0,0,.3148926,.6916434,.28338,.4780579,.1372549,.1507937,.0050553,0,.0050553,.010475,0,.0042103
"GSOSFO",0,1,0,1,0,0,2.334,2.326395,.1120481,.75,3.802097,1.650369,0,0,.3347339,.6708684,.3571429,.4985995,.1372549,0,.0407695,.0107124,0,.0138185,0,0
"GSOSLC",0,1,0,0,0,0,1.757,1.756881,.4739241,3.75,2.868754,.8013548,0,0,.3017669,.8085542,.2876535,.3431373,.1372549,.2197802,.0438644,.0096801,0,.0266636,0,0
"GSOSTL",0,1,0,1,0,0,.601,.7094723,.4739241,1.8,2.992606,1.33166,0,0,.3866265,.5301659,.1447964,.4713424,.1372549,.2051282,.4087728,.0579231,.4087728,.0909851,.217952,.372663
"GSOTPA",0,1,0,1,1,0,.58,1.481002,.1023103,2.95,2.883104,1.2623,0,0,.253744,.7681025,.139648,.5636097,.2278061,.1574803,1.762031,.2279838,1.762031,.0191095,.0011029,.9332818
"GSPIND",0,1,0,1,0,0,.401,.8352091,.4136535,2.3,2.967187,.9398526,0,0,.3266304,.6385869,.1902174,.4494565,.0380435,.1793478,.8808551,.0346002,.8808551,.2539901,.4611396,.8035944
"GSPJAX",0,1,0,0,0,0,.306,1.285522,.4136535,1.6,2.814638,.8077043,0,0,.2484196,.8512931,.0114943,.4501437,.1091954,.1551724,3.71387,.3847654,3.71387,.324515,.0009385,2.556744
"GSPLAX",1,1,0,0,0,0,2.057,2.079446,.1831448,3,2.950366,2.670177,0,0,.4012931,.7340517,.2689655,.3892241,.0448276,.1689655,.0166178,.0166178,.0378735,.0053107,0,.0053107
"GSPLGA",0,0,0,0,0,0,.61,1.486348,.1101473,1.9,3.375439,3.241132,0,0,.3620902,.6956967,.1721312,.4588115,.0655738,0,1.144251,.4758979,1.144251,0,0,0
"GSPMCI",0,1,0,0,0,0,.753,.753377,.4136535,2.15,2.954227,1.028976,0,0,.3802928,.7122748,.1801802,.3771396,.0585586,.2207207,.3000521,.1214124,.3000521,.1716832,0,0
"GSPMCO",0,1,0,1,0,0,.449,1.406356,.4136535,2.4,2.700565,.9847106,0,0,.3288793,.7823276,.1482759,.4512931,.0896552,.1551724,2.524993,.2404715,2.524993,.2131573,.0012137,1.700928
"GSPMEM",0,1,0,0,0,0,.441,.7470886,.4136535,3.2,2.832485,.8312859,0,0,.219079,.7138158,.0460526,.3875,.131579,0,1.422923,.0981195,1.422923,.3289556,.0981195,1.363066
"GSPMIA",0,1,0,1,0,0,.638,1.590667,.2116254,2.8,2.944232,1.704807,0,0,.4060841,.7560841,.1106195,.4454646,.0884956,0,1.78336,.1742003,1.78336,.1402927,.0016896,1.150627
"GSPMSY",0,1,0,0,0,0,.578,1.087387,.4136535,3.95,2.7501,.8632832,0,0,.3048913,.7896739,.1,.3592391,.0826087,.2043478,1.261796,0,1.448252,.2561707,0,.9820622
"GSPORD",1,1,0,1,0,0,.577,.8736632,.1550676,1.4,3.100838,2.286172,0,0,.4339052,.6727941,.3104575,.364951,.0163399,0,.0004956,.0068681,.0004956,.1688409,.0005395,.0005395
"GSPORF",0,0,0,0,0,0,.364,1.365986,.2289411,3.5,2.731719,.9493743,0,0,.2875,.7575,.04,.5375,0,0,2.550428,.8359208,2.550428,0,.0010335,.6046765
"GSPPBI",0,1,0,0,0,0,.58,1.547932,.4136535,2.55,3.536796,.8113106,0,0,.1606707,.8704268,.0121951,.4996951,.054878,.1402439,1.969189,.2047213,1.969189,.1500568,.0103764,1.257833
"GSPPVD",0,0,0,1,0,0,.751,1.620716,.4136535,3.55,2.867368,.9525909,0,0,.2917253,.7051057,.1338028,.5614437,.0352113,.2535211,.8956742,.3801936,.8956742,0,0,.0008971
"GSPRIC",0,0,0,0,0,0,.327,1.299234,.4136535,3.35,2.937032,.7945967,0,0,.2426724,.7823276,.0517241,.6340517,0,0,2.72391,.9358619,2.72391,.0122798,.0494262,.6673201
"GSPRSW",0,1,0,0,0,0,.577,1.497356,.2649559,6.15,2.90078,.5106798,0,0,.274247,.7929217,.0120482,.4784639,.1084337,0,1.944363,.159512,1.944363,.1732751,.0017613,1.331628
"GSPSAN",0,1,0,0,0,0,2.007,2.040915,.4136535,2.95,3.039634,1.274321,0,0,.3974174,.7184917,.2272727,.3532025,.053719,.1942149,.0100829,.0100829,.0593715,0,.010102,0
"GSPSAT",0,1,0,0,0,0,1.02,1.250607,.4136535,1.95,2.695182,.9958695,0,0,.4192757,.7739486,.1121495,.3303739,.0093458,.2056075,.0853572,.0054478,.5870026,.0058172,.0054478,.0149939
"GSPSEA",0,1,0,1,0,0,2.232,2.237472,.4136535,1.4,3.233275,1.325859,0,0,.353373,.7271825,.2539683,.3724206,.1031746,.1507937,.0268187,.019193,.0268187,.0281962,0,.0019065
"GSPSFO",0,1,0,1,0,0,2.233,2.233567,.1120481,.45,3.729112,1.540455,0,0,.3732143,.7064075,.3277311,.3929622,.0546218,0,.0390017,.0236109,.0026874,.0108852,0,.0055832
"GSPSLC",0,1,0,0,0,0,1.669,1.664053,.4136535,3.45,2.795769,.7479851,0,0,.3402473,.8440934,.2582418,.2375,.0549451,.2197802,.0918769,.0414049,0,.0768854,0,0
"GSPSTL",1,0,0,0,0,0,.524,.6166447,.4136535,1.5,2.919621,1.242972,0,0,.4251069,.5657051,.1153846,.3657051,.0042735,.2051282,.5934067,.1894277,.5934067,.2388473,.2143953,.5505186
